fail to install,very happy about this program it is very nice but on my tablet it doesnt install whyy
excessive network traffic,"The amount of garbage fraud data is given. Please refuse to waste traffic in seconds in the first instance	"
privacy or information leak,"The data package is gone after downloading	"
excessive network traffic,"Deceiving people data traffic and saying that what is an offline map is deceiving	"
fail to retrieve content,"There is no online customer service activity page. Click the verification code and there is no response. My financial management Click to open the blank and dare not invest	"
ad disruption,I hate this game it has way too many ads
drive-by download,This app is the best but we can't delete it if u dont have this app u won't download it HIRRY PLEASE DONLOAD ITTT IT DELATE IN SUNDAY OR SATURDAY THIS WEEEEEKKKKKK
bad performance,"Don't go down! Cell phone crash	"
fail to install,"The good thing is that I don't know why the beautified version of QQ can't be installed	"
payment deception,"It's too fake. It's a scam	"
fail to login or register,"Why can't wechat log on	"
virus,"Amoy news virus, do not download carefully, Alipay WeChat money stolen.	"
app repackaging,This game is called cool grapefruit tank in the Saipan era. It's a different name here.
payment deception,"In the past, it was easy to pass all five levels. Now you have to charge after playing the first game. You have to charge for putting a nuclear bomb, nothing. There is no improvement in the game"
app ranking fraud,"The change is to double the money in disguise. The previous praise is all entrusted.	"
bad performance,"What happened to the crash when starting the housekeeper?	"
vulgar content,I would love the creators to see this review.....sooo....i like the app but there is a big...and i mean a RLY big problem with some sexual content..... I uninstalled this app because of this problem.....i feel bad because tiktok was ruined because of this so i would love the creators to try and fix this problem Oh and please...can a real person answer to my review....i rly want to help tiktok team to improve this app
permission abuse,Why do you need to know my location and have access to my files to tell me about the Olympics?  Immediate uninstall
praise,Awesome app I became tik tok obsessed after just one day. The app is completley free i highly recommend downloading this app!.
ad disruption,Wasy too many advertisements. Uninstall.
payment deception,I love the idea. As black people we like to use our skin tones when communicating with people. But we have to pay? Are you kidding me? Your not going to get far with this app at all no matter what features you put in it.
illegal redirection,"Nima is too pit father. You don't have to download a go desktop before you can use it. It's more than ten megabytes. It's really pit!	"
drive-by download,"Nima is too pit father. You don't have to download a go desktop before you can use it. It's more than ten megabytes. It's really pit!	"
illegal redirection,"Do you have to download all kinds of software to use?	"
drive-by download,"Do you have to download all kinds of software to use?	"
fail to login or register,"You can't log in after updating	"
virus,DO NOT GET THIS APP!!! It gave me a virus
excessive network traffic,"Today, the sneak traffic ran for more than 30 yuan and stopped the machine. I found that there was no such problem before. It didn't rise by 2.0. I like it simple	"
fail to login or register,"I can't even get on the garbage	"
fail to install,"**The software cannot be used after installation	"
ad disruption,"Absolutely worst dating app ever. All it is, is a web wrapper for their web site. Full of ads. Do not install!!!"
fail to start,Its not working at all it tells to reset n then still it doesntt work.. plz fix it
fail to install,"The installation package is not interesting	"
privacy or information leak,"Despite it being an abvious data mining, mind numbing, brainwashing, spyware app created to steal personal info, its pretty fun."
privacy or information leak,Nice app but my drafts videos get deleted after I updated it or download again
ad disruption,Garbage. You can do nothing except watch ads & anything else glitches & takes You back to ads again
fail to login or register,How to login previous account
bad performance,"This app is the best! if your looking to:make friends and have a laugh then TikTok is your best bet! BUT theres adds but not while your making your TikTok (no no no) only while your scrolling through the following or for you page Aka recomened.I highly suggest you should get this incredible app THIS ISNTANT its does take up a bit of storage,maybe even your gallery space (but you can delete videos you don't like or want). Thet me just say you'll need your parants permission before downloading?"
vulgar content,Entertaining but you should block automatically porn like videos or hatred or anything about strong subjects. I think tik tok is an app just for fun. ??
app repackaging,"Yes, this is a cracked version. It's very professional. It's just that there are too few downloads. It may be because there are no functions such as beauty filter and image repair	"
app repackaging,DO ME A FAVOR AND STOP COPYING THE REAL MIMECRAFT AND GET A LIFE. OR BUY THE REAL GAME AND GET RID OF THIS ONE.
privacy or information leak,"It is soooooo fun! But children should not be on it. To me Tik Tok is for 13+ because children can make an account and hackers can steal their information. If you are 13+ you know about the safety online. To the parents, if your child is 12- 11 they will be OK. If you're child is 10- they should not be on it. Thank you for reading."
drive-by download,I like Tik Tok but I could not post it wouldn't let me post my friends wanted to see my Tik tok's but I could only draft so that's why I didn't like to talk I wish I could post because I do pretty good Tik tok's and pretty funny ones sometimes and cringy ones so that's why I wanted my friends to see them but they couldn't because I could not post and I deleted it and re-downloaded it and deleted it and re-downloaded it and deleted it and redownload it again but I can't say I liked it was fun too
privacy or information leak,"It's too bad. You can't log out with network synchronization information. After logging in, there's no data	"
app ranking fraud,"Why do you brush so many good and false feelings	"
vulgar content,WTH? There was porn/dating ads on my baby night light????? Hope.I didnt.just install a.virus. Removed that crap ASAP. DO NOT GET
bad performance,"Huawei mate8 said that those who refuse to accept the card are like electronic dogs	"
fail to start,Did not work at all.
bad performance,"I don't want to give you a star!!!!! The phone crashed after using up!!!! Another new mobile phone!!!!!	"
illegal redirection,Does nothing but redirect to install more apps and open your browser to spam/scam websites
privacy or information leak,I love it so much but I wish every time you deleted it and downloaded it you would still have your old account back
permission abuse,"You can't use the permission to locate. After opening the permission, you still can't view junk software	"
permission abuse,Why does it need my location and access to files
fail to install,"Unable to install after upgrade	"
vulgar content,This app is soo good but some people are posting sexual content videos plz do somethings ??
vulgar content,hot family filing porn video game industry has a great time with the game and then we will have a chance of winning streak to seven years in a great time with the game and then we will have a chance to o clock and then we will have a chance of winning the game is a chance good good good good chance chance of winning the game is a chance to win this one and the game and then I have been using a chance to o clock and the other is that you have any 8w7 8w7
fail to install,My app kicked me out and it's not letting me re-download it please help.
fail to retrieve content,doesnt work at all and needs to be updated or fixed. wont download at all and wont search anything its a waist of space and time to download it
app repackaging,"4399 there are cracked versions of unlimited gold bricks and unlimited money	"
vulgar content,Total waste of time consisting of idiotic boys and perverts
ad disruption,"This is a virus that puts ads up on your wallpaper, NOT OKAY delete immediately"
fail to delete,"I don't want to use it. The data can't be deleted. It's too unsafe	"
fail to retrieve content,"When downloading resources, it shows that no resources can be found	"
payment deception,"It's a lie to download another game at the beginning. Another game is the same routine. When you download another game, you must resurrect. If you can't cancel the resurrection, you have to send a text message to deduct money. Fortunately, the text message prevented me from downloading this game. I downloaded three other games. I really took a star and didn't want to give it to you	"
drive-by download,It's a lie to download another game at the beginning.
drive-by download,i love the app but i forgot my password and i cant get into it. i acedentaly deleted it while downloading another game. please help me please
permission abuse,"It's better to require less unnecessary permissions	"
excessive network traffic,"Except for more traffic, everything else is good except pushing and stealing traffic	"
privacy or information leak,"It's a good app I guess, the algorithm is trash tho, people are on my fyp that I dont like a small but amazing creators dont get all the attention they need smh. Also I didn't know that tik tok changed its name to ""TikTok - Trends Start Here"" which I think is kinda cocky I liked make your day better, also tik tok steals your information and stuff (apparently) all in all 5/5"
ad disruption,"It only skins with NO Cape....,Too Many Ads And  ONE More thing,it always says ""unfortunately,Capes(Forgot Name) has stopped"" When i was downloaded a skin! Please Fix it,And i will Give 5 Stars And Good Comment (:"
fail to start,"It's not good at all. It's stuck and can't be opened! Not a star for bad reviews!	"
app repackaging,"After the cracked version is unlocked, I don't know how long the game can run	"
fail to start,Not work
fail to delete,"Why can't you unload it?	"
vulgar content,"I just ignore the racists people, and stupid people and enjoy the rest!!"
fail to install,"Uninstall every day. It's always difficult to install	"
app ranking fraud,"Bad comments need authority to cheat	"
excessive network traffic,"**It used to grab traffic 12 times, but now it can only grab traffic 5 times	"
fail to install,"Well, thief, you're better than an update hammer. Don't let the update be installed. Isn't that a second force	"
payment deception,"I used to watch listening texts for free, but now I have to be a member. This doesn't pit students' money, spicy chicken software	"
fail to install,"It's a pity that this mobile phone can't be installed now. I'm so depressed	"
vulgar content,ITS SO INAPPROPRITE I HATE IT and theres men and little girls on there!I WAS STALKED BY A CREEP ON THIS APP I HATE THIS APP UGH!!!!!!! Edit : This app in not good i eas stalked and hacked by a creep.. :(
ad disruption,Nice pop-up ad.
bad performance,Takes up too much space
fail to login or register,"Directly to the extreme, mobile phone ID number verification code is input, no response, no login.	"
fail to retrieve content,It keeps giving me the 404 error !!
bad performance,Currently stuck in a reset loop. Fix it.
fail to login or register,"Can't register, huh	"
drive-by download,It push  me downloaded something I didn't want.
fail to install,"Why can't I install it after downloading it	"
vulgar content,Its good but creepy as shizzle I got a message I blocked the guy who sent it but then somehow from the same account he added me back and started texting me MY OWN address FIX IT BEDORE I DIE
fail to install,"Why can't I install???	"
fail to login or register,"I forgot my password and couldn't log on. The hint to me is useless	"
vulgar content,Best software please make only funny video it is funny software no sexy
ad disruption,Too many ads when you are not use this app ads coming every single opration you do with your phone
fail to install,"The software cannot be installed when it is turned on. The software can be installed only when the night mode is turned off	"
payment deception,Hate it not about to pay a dollar a month
praise,"It's easy to use and powerful. I don't worry about stealing traffic anymore	"
app ranking fraud,"What ghost comment is true or false?	"
vulgar content,Diya Tik Tok t m i have. 333 followers I am posting my best video but the views are not coming Mor the tan Andavan10. Aap my video viral going sex. my Tiktok username( sooratmole---786) my email address (sooratmole)
bad performance,"At first when i updated musically when i tried to open the app it kept saying ufortunatly musically has stopped but after  uninstalling it and installing it again ,restating my phone, and crashing a couple times i managed to make it work and there aren't any more bugs, it doesn't crash as often ,its not as laggy as before overall this is a great app and i am obsessed with it"
virus,"Everyone has a virus (; one _)	"
app ranking fraud,"Other application networks work normally, and dingxiangyuan can't even brush things on WiFi and send comments	"
vulgar content,I like tik tok it had real news very informative I dont.like so.e stuff has sex on here cuz I do have a daughter so that stuff need to be band but also I can connect with friends learn dances get to be a silly as u want learn how to cook and so much more.
excessive network traffic,"Sneak away traffic garbage	"
virus,"Shall I go to him? The garbage is dead. It's too garbage. The mobile phone can't move after downloading the virus	"
bad performance,The mobile phone can't move after downloading
fail to login or register,"Don't cheat you to register. It's a dangerous application	"
inconsistency between functionality and description,"UPDATE: Im having to update my.prior review. Developers contacted me about my prior complaint of not receiving consistent notifications. Their advice was to uninstall and reinstall app. Once again, notifications worked for a while, now they are inconsistent again. Ive tried restarting my phone and uninstall and reinstall the app and it's still not working. Now the gifs aren't working either and just show a frozen pic. You guys need to get it together because your functionality is going downhill Pros: sending pics, gifs, emojis, routine notifications of matches and likes, back swipe to review missed matches, easy to use Cons: do not get regular notifications of new messages"
privacy or information leak,"What do you mean the operation failed? All the valuable photos left are gone. How to explain???	"
fail to retrieve content,"A blank is not good. Don't go down	"
fail to install,"TM cannot be installed	"
drive-by download,All I want is to learn how to get a win in battle royale. Instead it shows me other apps.
praise,"It is so fun!! Looking forward to doing more!! It's for everyone, young, grown and sexy. We come together through music and dance! ???"
fail to login or register,"Unable to log in multiple times	"
privacy or information leak,DO NOT USE THIS APP. IT IS A SCAM. IT CAN TAKE YOUR INFO TO USE TO FILE YOUR TAXES
fail to install,"I can't download it for three times. It's super slow and there will be errors. I can't install it	"
fail to login or register,"Unable to log in, the user name or password error is always displayed. I have changed my password	"
vulgar content,Only horny sex starved peoples...! Girls please do not download this app pls its my request
drive-by download,"Easy to use, but there are too many bundled software	"
fail to install,"There is still a lot of memory space, so you can't install it	"
bad performance,"There is still a lot of memory space, so you can't install it	"
app repackaging,"It doesn't have to be fun to play the Normandy version of the game, but it doesn't have to be a little more fun than the Normandy version	"
fail to start,Earlier it was working now it is not
virus,"The downloaded software has a virus	"
fail to login or register,"Can't get in what's going on??	"
fail to install,"Glory seven can't be installed! How do you play?	"
fail to login or register,How i will login in acount i login in acount they are saying you will say ok but it no
app repackaging,"A game as like as two peas heroes is almost identical to the game. But the quality of the pocket hero is better than that of the good character design. More importantly, there are many modes of play, and online games can also support pocket heroes.	"
fail to login or register,Unable to signin using corporate outlook web id
fail to delete,"It's not bad. I'm not happy with the recommendation. I can't delete one star from my own classification	"
ad disruption,No use. Just ad pop-ups
illegal redirection,"When completing the items, you can cross out one item only after two points. There are also suggested items to be completed. I hope you can improve as soon as possible, otherwise I will uninstall and change other software	"
drive-by download,This is app is fun so let your child download it because if you like them you're the best parent ever?
payment deception,Had lot a ppl wanted to pay with check and were not even local smhhh so disappointed waste of time im so deleting this app SO ILL RECOMMEND TO STAY WITH LET GO OR OFFER UP
praise,"Good projects are safe and effective without charge	"
vulgar content,Its a good app and all but needs jerkmate and sex improvements
fail to login or register,"Garbage is full of bugs. I won a prize, but I lost my card and couldn't get in	"
fail to retrieve content,Uninstalling it. Useless. It use to let you download soo many ringtones/songs. Now it just says fetching..
fail to install,"P8 failed to update installation failed junk software	"
permission abuse,Not opening tik tok plz give open permission for all
ad disruption,too many ads and cant be skipped
privacy or information leak,"This app is so stupid! I didn't know it had the function of registration and backup after using it for more than a year. All the parenting diaries recorded for 7 months have disappeared! I've given you feedback. No one cares. The application development team that doesn't pay attention to users is doomed to not go for a long time. Just keep making cars behind closed doors! To my diary that will eventually die!!	"
virus,"There are too many virus links and you get caught accidentally	"
fail to retrieve content,"It's great. Except that it's easy to slide to the next one, I always feel that there is no software for daily reading on the mobile phone. This fills the gap, and the recommended articles are really good. I can't live without this application!	"
fail to login or register,This app wont even allow me to sing up what a waist
payment deception,"I would have to pay 2,99 a month for it"
fail to install,There was a error parsing package
app repackaging,"Super easy to use Baidu Chinese cracked version is OK	"
fail to start,"Whenever I try to add a basic land, the app crashes."
fail to retrieve content,"Just a junk. It took a long time to load, and you have to enter the confirmation number each and every time when you want to see your boarding pass. If you rotate your cellphone, it shows you a blank screen, then you have to do everything again."
fail to login or register,I cannot log into this new version. Please fix
fail to install,"Can't install	"
virus,Its so amazing but sometimes it really messes up my phone and get virus like bugs
praise,this app is amazing it's a great time killer but it's not letting post anything but you should really download it u can even meat more friends..
fail to install,"Why can't you install it? Is there an error? Damn it	"
payment deception,I paid for this app and I cant access anything on my phone it just asks me to share everything. I have an android and i want a refund
inconsistency between functionality and description,Simply awful false advertising
ad disruption,It disabled my keyboard and had a ton of interrupting full screen ads (even when using other programs!). Not worth it!
fail to login or register,Unable to login
vulgar content,"Bunch of racist trash,white people hating liberals"
app ranking fraud,"The garbage knows at a glance that the comments are brushed out. They are all very convenient farts	"
fail to install,"Why can't you play without an installation package	"
ad disruption,"Very very very bad because, I nearly even works and ads popping up for about 2 seconds"
payment deception,1. WE HAVE TO PAY MONEY JUST FOR A HOUSE MAP                     2. WE ARE NOT IDIATS DO YOU THInk    WE PEAPLE WILL SAY OK IL PURCHASE ...It                  3  You are not smart you NOOb
fail to start,"I don't know how to use it. Every time I click on a desktop icon, I don't open it directly, but it seems to enter some program settings. It can't be used at all, because I can't open the software. The font is too small, which will harm my eyes. Typing is also inconvenient. I can't type a word for half a day	"
bad performance,"Vomit bad memory so big disgusting game Samsung dazzle color perfect crash	"
vulgar content,This is a great app...it makes you express your creativity if your shy it will do the trick and if some creeps come to your page you can make your account private so nobody may access it unless you approve the request so yes please get this app
excessive network traffic,"When the garbage in the garbage is finished, it needs to be upgraded	"
app repackaging,"Piracy Oh, I can't understand it when I go in. Is it still the salted fish before?	"
praise,"TikTok is a great video and internet platform where people of all different ages, sexualities, and backgrounds all come together can duet each other, and make new friends with people all around the globe, i personally love TikTok"
fail to install,"Pro6 has been root installed or failed	"
fail to retrieve content,"It can't be used at all... Mingming is connected to the Internet. He has always said that without the Internet, he can't check anything."
fail to install,and the offline dictionary can't be installed
payment deception,"Don't be cheated. Don't be cheated	"
payment deception,They make you PAY to access the full listings.  Who has $14.99 a day if you are looking for Sec.8!?!!! SCAM
ad disruption,1 it has too many ads 2 it has bad controlls 3 you have too do the same this so i would give a 1 star
app repackaging,"I guess the idioms of the pirated game are mine	"
bad performance,"It's good to have a card before. You can still accept it when you quit. Now after the update, WiFi full grid has been saying that there are too many people with poor quality, except buy itself, who can't stay	"
fail to install,This aap was very unlucky for me because when I installed this app it was left only 4 % but unfortunately it was deleted and was installed it again
ad disruption,Ads literally everywhere and it is not very good quality
fail to start,App will not work it keeps stopping and freezing up.
fail to start,App crash every time  I record a video
fail to install,"It can't be updated	"
fail to retrieve content,"Upon opening the app for the first time, I get error 404. Sent an email to developers with no response. So hopefully somebody is working in it. Running LG g pad 7.0 v410 lte with full 5g wifi speeds"
app repackaging,"If you want to play, go to the next cracked version of Hulu Xia. Its name is brave into the dungeon. Many people don't know to start the game. In fact, just click the second one on the right from top to bottom to enter the role selection interface, and only sb won't	"
ad disruption,Gave me pop up ads
privacy or information leak,"Rubbish! The materials are all certified. I feel like I'm stealing information. To tell you the truth, I feel a little regretful after I applied. Fortunately, I didn't pass	"
virus,"Why does Baidu mobile assistant say it has a virus?	"
fail to delete,"I can't get in and unload anything	"
excessive network traffic,"What kind of garbage? Shit	"
fail to install,"Cannot install pull	"
app repackaging,"To crack the version, contact me qq1373658568	"
payment deception,"Garbage is not actually a member. If you don't want to cheat money, don't download it	"
fail to start,Why does it keep stopping!!!???
payment deception,It suck u have to pay hell creator why!?
vulgar content,This app is really just a bunch of old pedophiles trying to exchange child porn.
fail to retrieve content,"The system is unstable. You can watch it just after downloading. After a period of time, it will be completely blank. Hope to repair it! Give me a good comment!!!!	"
inconsistency between functionality and description,"It's different from the picture. It's a lot worse. It's deceptive	"
fail to retrieve content,Keeps claiming network error even though there most certainly is not one.
fail to start,"Why can't I open it when it's updated!	"
drive-by download,I really like this app because like I can see all my friends and I like love making videos because I always wanted the YouTube channel my mom won't let me but so this is why I downloaded musically I just love this have so much and I have so much to words but that's why I have to start doing musicallys in my phone or I meant sorry on my mom's phone that's why I never lets me do it anymore and my phone and I am very very very sad and upset please let me do some more so it won't make me sad I will let your literally do anything and when I say anything I will do it if you want me to lick my own toe or anything I swear I will do it I never lie and I never have lied in my entire life please please please please please please let me do it please please please please please please please please please please please please please please please please please please please please please please please please please please please pinky promise I will do anything I swear to God please I will do anything please please please please oh please please please
ad disruption,This sucks. Everytime u click something an ad i hate it. This is trash. Dont waste ur time on this stupid app
fail to retrieve content,I also got the 404 error  message
app ranking fraud,"I brush comments very well	"
fail to login or register,what is dis error i cannot sign up
drive-by download,"Good app. For ages 13 and up. Don't let a child under 13, download this app."
virus,"Baking cake without pressure means that you are annoyed by the virus after you pass the customs	"
fail to delete,"Garbage can't unload things	"
fail to install,"After restoring the factory settings, you can't enter the installation again. Tip: you are importing the old version of the note data in the mobile phone, but the progress will not move when it reaches 82 / 83, and then it displays: close and exit without response every day. Who can help? Thank you	"
app repackaging,"It's fun. If you want to play with other good guns, you have to visit the next nine tours, and then query the cracked version of zombie city	"
praise,Amazing completely recommend downloading
ad disruption,Adds an ad unlock screen
fail to login or register,"MD, I forgot to fill in the password when registering. As a result, I exited and couldn't log in again. I even need an account for the feedback of junk software	"
drive-by download,"Bound to another software ~ damn!	"
excessive network traffic,"* * map of cheating traffic	"
fail to install,"Unable to install (¨s) P	"
fail to start,Does not open on Galaxy S7 Nougat. Keeps closing on startup.
ad disruption,Delete ads!!!!!!!!!!
app repackaging,"It's not a cracked version at all, and people want you to lose in the online game. You can't win at all. People vote much faster than you. Don't just look at the praise. It's false	"
app ranking fraud,"It is said that as long as you give five-star praise, you can get unlimited coins. I don't know whether it's true or false	"
illegal redirection,"Does it mean you don't like stickers and have to download apps to unlock them? Everything else is fine	"
virus,It's like a virus first you hate it then you get infected
praise,This kind of software is highly praised
fail to login or register,Freezes when logging in
fail to install,"Can't install it. What's the parsing error	"
vulgar content,Why did you ban 6 of my accounts for no reason like come on you 6 accounts all I did was dance and the sound was not bad at all plus I did not do anything sexual like I fill like everytime it see my face or email I even tried using my mom's email and phone number didnt work ???¡â??? dont recommend for some not all android users use likee its better I promise tiktok wont let you certain effects ????
ad disruption,Too many ads and no Input option
payment deception,HEY IM ONLY 11 WHY PAY YOUR NOT GOING TO GET RICH UNTIL YOU FIX THIS .....FIX IT NOW I MEAN RIGHT NOW NOW
fail to install,"Old can't be installed	"
fail to install,"Problems with mobile phone hardware when installation is not complete	"
bad performance,"Problems with mobile phone hardware 	"
payment deception,"You have to pay without talking a word, and it's very expensive. Pit dad, the praise must be brushed up	"
app ranking fraud,"Pit dad, the praise must be brushed up	"
app ranking fraud,"Don't download! This software is deceptive. First cheat you to get a VIP of 60 yuan, and then find that VIP can only look at photos and can't contact the opposite sex. Offer or talk and buy 65 yuan gold coins! What a trap!! These good comments are all false! This kind of platform should call the police and accept the government for investigation!	"
payment deception,"Don't download! This software is deceptive. First cheat you to get a VIP of 60 yuan, and then find that VIP can only look at photos and can't contact the opposite sex. Offer or talk and buy 65 yuan gold coins! What a trap!! These good comments are all false! This kind of platform should call the police and accept the government for investigation!	"
fail to retrieve content,one thing.... 404
permission abuse,"Why can't junk software be given only one star if it needs so many permissions	"
fail to install,"Why can't the game be installed	"
bad performance,"It's very clear that after a batch of guapickup cards log in to the game, the login to mobile QQ is actually frozen, and the members have to pay three yuan an hour. It's better to go to the Internet cafe	"
privacy or information leak,"I lost my mobile phone before, and now I make up my card. I was going to return it. Now my address book has burst and I don't want to return it. The * * platform has closed down. I really don't want to give it a star	"
fail to login or register,"Why can't my mobile phone log in	"
vulgar content,Love it's very funny but could u get rid of the sexual videos and people with real guns shooting
payment deception,Sucks wants money
payment deception,This app sucks im not paying to make phone calls. Uninstalling
inconsistency between functionality and description,False advertising!
app repackaging,"I know where there is a cracked version of Baidu huluxian	"
app ranking fraud,"We must give high praise, or we won't brush questions	"
fail to exit,"It's OK. That's why it will run in the background and occupy memory after it's turned off	"
fail to retrieve content,The game wouldnt load & i keep trying I am so aggravated
privacy or information leak,"Why can't you synchronize? There's no data	"
app repackaging,"Super cow is a cracked version	"
virus,Absolutely dsnt work no way in hell it cleaned 3 gigs off my phone most useless POS app ever made along with the rest of the clean/anti virus apps
payment deception,"Reading a novel paralyzed me and deducted my phone bill of more than 100 yuan. My daily garbage	"
vulgar content,"The bloodier the month, the more fun it is	"
fail to start,I hate how much it crashes when you tap on the video
virus,"Fucking junk games are deceptive, and they also carry virus software to automatically send messages and customize the monthly business. They pit their father with China Mobile	"
app ranking fraud,"I can use whatever praise I've tried. It's always an answer. It's a lie!	"
virus,"Why do I always prompt to upgrade the installation package and virus	"
fail to login or register,This app is practically unusable. It crashes any time I try to do anything beyond signing in.
fail to retrieve content,Its great I love it so much very funny content but today it was messing up it kept unliking the tiktok I liked unfollowijg the people I follow and not loading my comments so deleted and reinstall and now it won't let me go with my Google can some one help
app ranking fraud,"The comment can fly	"
app repackaging,"Insult pocket monster	"
fail to retrieve content,Lately nothing loads right
excessive network traffic,"I just want to say cheat mobile data	"
vulgar content,"Idk if the algorithm is messed up or if it really is sexist, homophobic, transphobic and racist. But harassment on those ground is tolerated and not taken down when reported, but content standing against it IS. TikTok, do better. We obviously love the app, but not if its going to treat us this way. Hell. We'll go back to MySpace if we have to..."
fail to start,I will never download this app ever again it doesnt work at all smh .. its  a shame
privacy or information leak,"The pictures taken can't be found at all. Look for them manually. They can't be found at all or don't know the installation folder of this program. It doesn't support focusing. The pixel is too low to look directly	"
vulgar content,"Too violent, unhealthy, absolutely bad	"
ad disruption,ads are like a plague of locusts.
ad disruption,All ads!!!
fail to start,"Out of the blue demanded a reset then crashed and stopped working. Dear Micro-Soft, you had one job."
excessive network traffic,"I was cheated by this software. I advised my friends not to download all deceptive things. No wonder this software didn't catch fire until it was downloaded. To put it bluntly, it's deceptive eyeballs. The management in traffic is worse! It's said that you can download and play if you don't believe it!	"
bad performance,"Collapse!!!!! It crashes as soon as it is opened	"
fail to install,"Tcla966 cannot be installed	"
permission abuse,It's really cool but I t says it needs permission to use the camera and I don't know how to permit it
fail to login or register,"Bad software requires the service password and verification code of the mobile phone number	"
bad performance,"It's really stuck. Meizu is passing by	"
bad performance,"Is Meizu mobile phone discriminated against? Photos can't be uploaded. As soon as you open the QR code scanning software, it will get stuck. Solve it quickly!!	"
excessive network traffic,"Don't cheat mobile data	"
fail to start,Would not run on my Essential Phone. Too bad.
fail to start,I had to keep restarting the app as it kept crashing and then forced me to connect to the in-store WiFi and kept crashing.
payment deception,Realy why do you have to pay for it
app repackaging,"pirate! Steal it and make a China	"
praise,I love this app so much it has really made me into the person I am today and I am so happy i didnt even know my sexuality for the longest time and thanks to this app i have really found myself.
fail to retrieve content,"I'm still blank now, and I have to read 60 masterpieces in my life. It's not like this before. The mobile phone is HTCT	"
payment deception,"Cruise was outstanding, but the app was more of a frustration than a help. If they would use the whatsapp platform and allow users to use whatsapp with other users on the cruise for free, and then charge for example $10 per day, they would be better off."
permission abuse,It amazing but i cant give permission becuse i dont know how
fail to start,"Do not play after installation	"
ad disruption,"Loved the app, but news articles on latest release disappear after a few seconds. Ads are very annoying. Please fix."
fail to retrieve content,"Used to work great, unfortunately that is no longer the case. Even after uninstalling and reinstalling I still receive the same message: connection error."
inconsistency between functionality and description,"How is it different from the picture	"
virus,"Basically malware, Do not install."
fail to start,It crashes every time I try to open it
fail to exit,"The background cannot exit and the process cannot be closed	"
fail to login or register,"Unable to register and connect to the server	"
app ranking fraud,"Yesterday, I downloaded the results. When I saw half of it, I had to give money, unload it immediately and return it for free. Are you kind enough to write the word ""free""? Shameless author, if you want to make money, you clearly write that you want to charge. I may also give some money. A liar like you hanging sheep's head and selling dog meat is just another unscrupulous merchant. There are so many high praise. How did you get the high praise? You know what the trust is You've lost your face. You're more and more good at opening your eyes and telling lies. Do you know that your children and your parents are just a group of swindlers who cheat on the Internet? You should be arrested and imprisoned for a few days.	"
fail to retrieve content,"The garbage is blank	"
vulgar content,I don't really like it because there are some perverts in this app so I u have this app i would recommend to make ur account private and only except people that u know
fail to install,"Why can't I install the version?	"
app repackaging,"I can't imagine that such a good cracked game has so many water forces persecuting me. The powerful cracked version of ""you must turn off the network"" can run, including WiFi; "
bad performance," Samsung 9000 can play normal games from G3 to G4. I don't know if G4 can't afford it; Drag phenomenon at high resolution, 480x800, no pressure; 4.2 the system has no money and is not clear -- 4.1 no pressure"
fail to start,"Does not work at all. I opened it, pushed the photo button but nothing happened. I have a Nexus 5X, a Google device, so it should be working."
app repackaging,"It's not fun to forget immortals by piracy	"
vulgar content,"Real garbage will play yellow websites	"
illegal redirection,"Real garbage will links to bad websites	"
illegal redirection,"Real garbage will play bad websites	"
vulgar content,I love watching all of the different videos and Thank you for stopping the booty twerking ones and the sexual ones
virus,"Can enter and use! Easy to use! It's called Update! The update is another virus!	"
fail to retrieve content,"How is it blank	"
fail to delete,"No, I couldn't delete it before	"
vulgar content,Love it. Funny some are sexy but laughing makes my day
fail to exit,"How to quit???	"
ad disruption,Touch you phone then get an ad. Touch again for another ad. Should rename to advert simulator.
virus,"Toxic, dead garbage, close down quickly	"
virus,"It's so bad that * * software comes with a virus. Don't go down	"
virus,"There are viruses in the software under the task, and many charging business junk software are ordered	"
payment deception,many charging business junk software are ordered
app repackaging,"It's not bad. I can find some books that can't be found on other websites. Some functions are also good. The function of monthly ticket is very affordable. It's not an honor to see pirated books	"
inconsistency between functionality and description,"It's basically something to experience. It's recommended to take a closer look at the shelf life of food. Sometimes the pictures are different from the goods. Don't be surprised	"
payment deception,I loved her app at first but all I see now  pictures I kept paying for months maybe she will get her app back but no more waisting more money!!
fail to exit,"I don't know how to quit	"
fail to start,Crashes on open
fail to start,Crashes on launch (Axon ZTE running Android)...very disappointing.
payment deception,This app would be good but I have to pay
bad performance,"After the update, send a garbage photo album, which also leads to crash!!!	"
app repackaging,"Let's wait for a few months to play in addition to piracy in China	"
fail to delete,"It's useless at all. I can't delete any of them for a long time	"
virus,"This JB is poisonous	"
payment deception,Makes you pay immediately
praise,"Let me say, I downloaded this app as a joke and I am impressed the app can be genuily entertaining. There is a lot more here than just cringe, there's stuff for art, photos of the world, sports, politics , and of course the infamous humor. There's many more things you can do on this app and overall it's a lot of fun I'd recommend this app to anyone interested."
ad disruption,kept popping up random stuff
fail to start,I thought this is going to be a suitable choice for me but looks like it is just meant to annoy you and waist your data and time! It always keeps on crashing even if app is closed and not running in background!
payment deception,Awful would not recommend to my worst enemy. Rip off they  take your money .
virus,"Fucking Trojan application prompt to cancel installation	"
fail to login or register,"What software can't register the number and send the verification code. I haven't sent it for a long time. I'm too hungry!	"
fail to login or register,"I can't log in the second time. I have only one password account for ten thousand years	"
